 Strategy Type:	MIXEDSTRATEGY  NashValue:	0.0  e_NashValue for twoConsecutiveAvgCompletionTime :	0.5 Total Number of players =	50
Total Iterations =	100
7	[61.01320986731479, 66.97500779784862, 68.50654645860463, 67.02285870358735, 67.00009542498206, 67.00000039835712, 67.00000000166298, 67.00000000000696, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.56953279000004, 67.9982029897001, 68.51634102557429, 69.99380637968078, 67.02906735626688, 67.00012134336227, 67.00000050655491, 67.00000000211466, 67.00000000000884, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 68.70859837000003, 67.0237021809939, 67.00009894612735, 67.00000041305633, 67.00000000172433, 67.0000000000072, 67.56953279000004, 67.9982029897001, 67.0096902355743, 67.00004045244965, 67.0000001688711, 67.00000000070497, 67.00000000000296, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.00000000000007, 67.56953279000004, 67.00790072699796, 67.00003298204246, 70.72906722352096, 71.99469441751485, 71.99997785153867, 71.99999990754002, 71.9999999996141, 71.99999999999844, 71.99999999999999, 73.50665079, 72.02285913912483, 72.00009542680029, 72.00000039836473, 72.00000000166304, 72.000000000007, 72.68780000000007, 72.01391761969589, 72.68785809990956, 73.99452238764152, 72.01937260798574, 72.00008087207411, 73.5066511276052, 72.02285914053418, 73.13916100680615, 72.0158018523607, 72.00006596574794, 72.00000027537787, 72.00000000114963]
8	[10.155236124802684, 10.996473484276013, 10.999985278355862, 10.999999938543642, 10.999999999743444, 10.999999999998927, 10.999999999999991, 10.999999999999991, 9.02155052732862, 10.978539436595884, 9.021460938963736, 9.000089589932683, 9.00000037399837, 10.978449474232665, 9.021460563410638, 10.978539061036296, 10.999910410067322, 9.021550153330255, 9.000089962363223, 10.978449848224484, 9.021460564971893, 10.978539061042813, 9.021460937395968, 10.97853906259752, 10.999910410073838, 10.999999626001664, 9.02155052576734, 9.000089963917985, 10.978449848230975, 9.02146056497192, 9.000089588371432, 10.978449846663231, 10.999910037636752, 10.999999624446904, 9.02155052576085, 10.97853943658934, 10.99991041163509, 10.99999962600818, 9.021550525767367, 10.978539436589367, 9.02146093896371, 10.978539062604066, 10.999910410073866, 10.999999626001664, 10.999999998438721, 9.021550527322102, 10.978539436595854, 10.999910411635119, 10.999999626008181, 9.021550525767367, 10.978539436589367, 9.02146093896371, 10.978539062604066, 9.021460937402486, 9.000089589926167, 10.978449846669724, 10.999910037636782, 9.021550151775521, 10.978539435028113, 10.999910411628573, 10.999999626008153, 10.999999998438748, 10.99999999999348, 9.021550527328591, 10.978539436595884, 10.999910411635119, 10.999999626008181, 9.021550525767367, 10.978539436589367, 9.02146093896371, 10.978539062604066, 9.021460937402486, 9.000089589926167, 10.978449846669724, 10.999910037636782, 9.021550151775521, 10.978539435028113, 9.021460938957192, 9.000089589932655, 10.97844984666975, 10.999910037636782, 10.999999624446904, 9.02155052576085, 10.97853943658934, 9.02146093896371, 9.000089589932683, 10.97844984666975, 10.999910037636782, 9.021550151775521, 10.978539435028113, 10.999910411628573, 9.021550153336774, 10.978539435034632, 10.999910411628598, 9.021550153336774, 10.978539435034632, 9.021460938957219, 10.978539062604037, 9.021460937402486, 10.978539062597546]
9	[47.952580164456435, 51.983103811478344, 48.748516240441255, 48.71456015926949, 50.990459299016955, 48.72391928041622, 48.71445747783526, 48.72707312974361, 48.727125794513164, 50.99051175498905, 48.736574650147936, 48.71451030840918, 48.714418199536674, 50.990458706397824, 48.73657442869352, 48.71451030748471, 48.71441819953281, 48.727072965774056, 48.71447064307745, 48.72707318470268, 48.7271257947426, 50.99051175499002, 48.73657465014794, 50.990551199784164, 48.72391966406129, 50.99049837081178, 48.723919443523684, 48.71445747851617, 48.72707312974646, 48.72712579451319, 48.7271260143653, 50.990511755906844, 48.73657465015177, 48.727165459160425, 48.714471029196446, 48.71441803556332, 50.99045870571331, 50.999960169314406, 48.736614093100776, 47.17204632216527, 48.70503833051174, 50.990419549591316, 48.736574265231155, 48.71451030680232, 48.71441819952996, 48.71441781502281, 48.71441781341767, 48.7270729641622, 50.990511534445695, 48.723919498476036, 48.71445747874555, 48.7270731297474, 48.72712579451319, 48.7271260143653, 48.72712601528309, 47.172006713634886, 48.70503816516363, 48.72703380827731, 48.71447047961221, 48.72707318402027, 48.72712579473976, 50.99051175499, 50.99996039077168, 48.72395894327403, 50.99049853478513, 50.99996033558319, 50.999999834418624, 48.73661425868505, 48.71451047375731, 48.71441820022692, 48.727072965776955, 48.727125793828684, 48.71447086361121, 48.727073185623304, 50.990511535370196, 48.73657464923112, 50.99055119978033, 48.72391966406127, 48.71445747943681, 50.99045887037405, 48.723919278626816, 48.714457477827786, 48.72707312974358, 48.727125794513164, 48.71447086361407, 48.71441803487208, 48.71441781433544, 48.72707296416603, 48.72712579382196, 48.7144708636112, 50.99045892624705, 48.73657442961129, 48.71451030748854, 48.71441819953282, 48.71441781502283, 50.990458704792644, 48.723919277935586, 48.7144574778249, 48.727073129743566, 50.990511535136925]
10	[4.933486026763545, 4.999722333566374, 4.999998840865393, 4.999999995161127, 4.999999999979801, 4.999999999999917, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997]
11	[6.182314702351392, 6.99658652536633, 6.999985750252444, 5.029561706396474, 6.9705616411726385, 6.9998771078660695, 6.999999486979672, 6.99999999785837, 5.029561765873931, 6.9705616414209315, 5.0294388737499744, 5.00012289428351, 5.000000513029305, 6.970438236258804, 5.029438358587976, 6.970561126250068, 6.999877105716495, 5.029561252853566, 5.0001234051621655, 6.970438749279131, 5.029438360729609, 6.970561126259009, 5.0294388715994, 6.970561128391664, 6.999877105725435, 6.999999486970736, 5.0295617637412, 5.000123407294895, 6.970438749288033, 5.029438360729647, 5.000122892141876, 6.970438747137497, 6.999876594837803, 6.999999484838006, 5.029561763732296, 6.97056164141199, 6.999877107867068, 6.999999486979677, 5.0295617637412375, 6.970561641412028, 5.029438873749936, 6.970561128400642, 6.999877105725473, 6.999999486970736, 6.999999997858332, 5.029561765873931, 6.9705616414209315, 6.999877107867105, 6.999999486979677, 5.0295617637412375, 6.970561641412028, 5.029438873749936, 6.970561128400642, 5.02943887160834, 5.000122894274569, 6.9704387471464, 6.999876594837839, 5.029561250720874, 6.970561639270396, 6.999877107858128, 5.029561252862507, 6.970561639279334, 6.999877107858166, 5.029561252862507, 6.970561639279334, 6.999877107858166, 6.99999948697964, 5.0295617637412375, 6.970561641412028, 5.029438873749936, 6.970561128400642, 5.02943887160834, 5.000122894274569, 6.9704387471464, 6.999876594837839, 5.029561250720874, 6.970561639270396, 5.029438873740996, 5.000122894283472, 6.970438747146438, 6.999876594837839, 6.999999484838006, 5.029561763732296, 6.97056164141199, 5.029438873749936, 5.00012289428351, 6.970438747146439, 6.999876594837839, 5.029561250720874, 6.970561639270396, 6.999877107858128, 5.029561252862507, 6.970561639279334, 6.999877107858166, 5.029561252862507, 6.970561639279334, 5.029438873741032, 6.970561128400605, 5.02943887160834, 6.970561128391701]
12	[4.917883983658697, 4.999657201933794, 4.9999985689696205, 4.999999994026083, 4.999999999975063, 4.999999999999897, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997, 4.999999999999997]
13	[31.350461559051016, 32.99311390624041, 30.825947339947355, 30.017521410721248, 31.905870570198932, 30.03610305850632, 30.000150714308756, 30.00000062916562, 30.771232078076867, 30.01729299869157, 30.000072190624618, 30.000000301363947, 28.036496008520874, 29.963656347438548, 29.99984828131744, 29.99999936664158, 29.999999997356014, 30.77123207543934, 30.017292998680567, 32.443840980624564, 30.080569184283192, 30.000336340726193, 30.000001404073842, 30.000000005861388, 31.90579742607954, 30.03610275316196, 28.036646720296886, 29.96365697659359, 32.20742107394388, 30.850814311140176, 34.237118871738964, 34.99681530854557, 30.862458798928454, 30.788905905371802, 28.053862786370058, 29.96372884605853, 29.999848583967125, 31.905796793960075, 30.807334825973513, 31.923241137758733, 30.036175572946664, 30.771383092474856, 30.48585262910991, 30.016101665653274, 30.00006721733585, 31.905797706657737, 31.94190018038832, 30.03625346620082, 30.000151342194382, 28.036496639049574, 29.96365635007073, 29.999848281328426, 30.56953215664161, 30.787683066137873, 28.053857681556853, 30.734960900198562, 30.829600582558758, 30.031610107107586, 30.00013195822292, 32.20757334086725, 30.07958287133689, 30.000332223305673, 30.000001386885437, 28.03649601305245, 29.963656347457466, 30.468407281317504, 30.997780835407095, 31.924036165655355, 31.941976317891736, 28.07274979130404, 30.432366690954513, 30.01587838550665, 31.905863711295016, 32.78927510532381, 35.98659664296865, 32.01522949475326, 30.036559583670716, 28.036648627362304, 29.963656984554742, 29.999848283977112, 29.99999936665268, 29.99999999735606, 30.77123207543934, 31.13242507413094, 28.06937027274943, 31.86959100901365, 31.941749033431982, 30.807484910679467, 30.788676413691334, 30.017365821080933, 30.000072494625904, 30.771232378083393, 30.017292999943972, 31.905869616684917, 30.036103054525817, 30.00015071429214, 30.000000629165545, 30.000000002626493, 30.77123207546134, 30.01729299868066]
14	[16.781371981257738, 17.99491276675536, 23.346998431668297, 13.12278363206213, 13.000512567383417, 10.060828818513569, 20.100140823518956, 20.319161531337684, 23.40500414776927, 19.667613395015934, 16.502679132365007, 19.865008701331128, 20.287348947546008, 21.992850438988327, 23.428092060723372, 16.926681475044198, 20.226779725340503, 23.420719496242093, 16.926650697846767, 23.342538909790115, 20.366270105502633, 21.993179899933168, 23.428093436077166, 16.551950469656447, 16.410538600883548, 17.993364701331085, 20.231232656248714, 13.405373682356396, 23.26343512825381, 23.48169919511589, 23.482610351104412, 24.993665569026625, 23.488922142302265, 23.48264050371578, 20.366854967720876, 16.865599158481402, 21.080192679786492, 24.653756437419602, 23.503604173618054, 20.741673492904294, 23.422868950096365, 24.99341617508802, 20.029261788262012, 13.044529541597733, 16.690122671843476, 12.982287106942671, 20.50453962536637, 13.062614618128343, 13.000261388349887, 16.346037871873826, 12.796795140704294, 20.14513526895327, 23.420378666730223, 23.482354365007108, 20.397684784347504, 20.6643036458353, 20.30678665225787, 20.305294176861537, 19.950270471196042, 23.419565192345814, 13.123086566207498, 16.460173144930355, 16.997746461527864, 16.42712961152793, 16.997608519383864, 16.999990016625663, 16.99999995832383, 16.78215649412133, 16.77012961872246, 20.226126190549124, 19.96105745509245, 19.943849908631535, 13.044172984759335, 23.58972627334918, 25.989938172730035, 16.60957705168811, 16.99837015678979, 16.42713221517992, 16.424747549307757, 16.99759857532716, 12.455615118597905, 20.15844100264728, 23.40433321061365, 23.82618738232123, 20.38439012573565, 13.40601304708333, 17.06275018258653, 23.343107064971758, 23.482031790230156, 12.892541032345523, 12.999551406315728, 23.245639997985577, 16.582019818341056, 10.140184034656238, 16.302240033347747, 17.99291260268848, 12.819771116324171, 17.060302881692657, 23.343096848572436, 19.667354959409884]
15	[44.26155174374097, 47.98439363123104, 45.57410792023723, 45.564046042937925, 47.98983096912082, 45.574130618719174, 45.564046137694056, 45.56400403944395, 45.56400386370236, 45.56400386296872, 45.56400386296566, 45.56400386296564, 45.56400386296564, 47.98983079303808, 45.5741306179841, 45.56404613769099, 45.56400403944393, 45.56400386370236, 45.56400386296872, 45.56400386296566, 45.56400386296564, 47.98983079303808, 45.5741306179841, 45.56404613769099, 45.56400403944393, 47.98983079377479, 45.57413061798717, 45.56404613769101, 45.56400403944393, 45.56400386370236, 45.56400386296872, 47.98983079303809, 45.5741306179841, 45.56404613769099, 45.56400403944393, 45.56400386370236, 47.98983079304115, 47.99995754805655, 45.57417289270944, 45.56404631416928, 45.56400404018065, 47.98983079377788, 45.574130617987194, 45.56404613769101, 45.56400403944393, 45.56400386370236, 45.56400386296872, 45.56400386296566, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 47.98983079303808, 47.99995754805654, 45.57417289270944, 45.56404631416928, 47.989830970253095, 47.99995754879633, 45.57417289271254, 45.56404631416929, 45.56400404018065, 45.56400386370543, 45.56400386296872, 45.56400386296566, 45.56400386296564, 47.98983079303808, 45.5741306179841, 47.989873067763426, 45.57413079446239, 45.564046138427706, 47.989830969519446, 45.57413061872084, 45.564046137694056, 45.56400403944395, 45.56400386370236, 45.56400386296872, 45.56400386296566, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 45.56400386296564, 47.98983079303808, 45.5741306179841, 45.56404613769099, 45.56400403944393, 45.56400386370236]
16	[57.2214918184799, 70.94248081957356, 70.99975988284992, 70.99999899761703, 70.9999999958155, 70.99999999998252, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 70.99999999999993, 71.34389999999996, 71.99726107255009, 71.99998856618878, 71.99999995226894, 71.99999999980079, 71.99999999999922, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999, 71.99999999999999]
17	[15.02075969743925, 15.995912104641388, 15.999982934844063, 15.999999928760518, 15.999999999702606, 15.999999999998757, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991, 15.999999999999991]
18	[36.059721079626684, 38.98772563535202, 38.99994875995387, 38.99999978609546, 38.99999999910704, 38.99999999999627, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 38.999999999999964, 39.18999999999997, 39.02752176246911, 39.00011489119143, 39.00000047961993, 39.0000000020022, 39.00000000000836, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.190000000000026, 39.02752176246911, 39.00011489119143, 39.00000047961993, 39.0000000020022, 39.00000000000836, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.38000000000003, 39.05504352493821, 39.00022978238285, 39.00000095923986, 39.0000000040044, 39.00000000001671, 39.00000000000007, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003, 39.00000000000003]
19	[18.79860035426632, 19.99498468759631, 19.9999790632879, 19.999999912598486, 19.999999999635147, 19.999999999998487, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999, 19.99999999999999]
20	[23.920188559223064, 25.99131770668211, 25.999963755263686, 25.99999984869425, 25.99999999936837, 25.99999999999737, 25.99999999999997, 25.99999999999997, 22.152608169790774, 25.848028901852764, 22.151973757639713, 22.000634423253267, 22.000002648436613, 25.84739184126527, 22.151971098193386, 25.848026242360483, 25.999365576746726, 22.15260552135416, 22.000637060587486, 25.847394489655542, 22.15197110924925, 25.848026242406632, 22.1519737465377, 25.84802625341615, 25.999365576792883, 25.99999735156357, 22.152608158734722, 22.000637071597385, 25.847394489701514, 22.15197110924944, 22.00063441219741, 25.84739447859969, 25.999362939412322, 25.999997340553676, 22.152608158688764, 25.848028901806423, 25.999365587848743, 25.99999735160973, 22.152608158734918, 25.848028901806607, 22.151973757639514, 25.848026253462493, 25.999365576793075, 25.99999735156357, 25.999999988943962, 22.152608169744624, 25.84802890185258, 25.999365587848935, 25.99999735160973, 22.152608158734918, 25.848028901806607, 22.151973757639514, 25.848026253462493, 22.15197374658385, 22.000634423207117, 25.847394478645647, 25.999362939412514, 22.152605510344454, 25.848028890750754, 25.999365587802593, 25.999997351609537, 25.999999988944147, 25.99999999995385, 22.152608169790582, 25.848028901852764, 25.999365587848935, 25.99999735160973, 22.152608158734918, 25.848028901806607, 22.151973757639514, 25.848026253462493, 22.15197374658385, 22.000634423207117, 25.847394478645647, 25.999362939412514, 22.152605510344454, 25.848028890750754, 22.151973757593364, 22.00063442325308, 25.847394478645846, 25.999362939412514, 25.999997340553676, 22.152608158688764, 25.848028901806423, 22.151973757639514, 22.000634423253267, 25.847394478645846, 25.999362939412514, 22.152605510344454, 25.848028890750754, 25.999365587802593, 22.152605521400318, 25.84802889079691, 25.999365587802778, 22.152605521400318, 25.84802889079691, 22.15197375759356, 25.8480262534623, 22.15197374658385, 25.848026253416343]
21	[9.576088417247838, 9.998230356545722, 13.459651925451714, 10.167308918767823, 13.460357753702393, 10.167311865288736, 13.460357766002815, 13.626971178270892, 13.627666715610308, 13.998445673139548, 10.169558144473365, 10.000707830294564, 10.000002954878562, 10.000000012335313, 13.459659312982305, 10.167308949607499, 10.000698440900328, 13.4596622286128, 10.167308961778968, 13.460357753881945, 10.167311865289486, 10.000698453072012, 13.45966222866361, 13.997744328678317, 13.629214529601098, 13.998452134578699, 10.169558171447015, 13.460367143337974, 13.62697121741712, 13.627666715773726, 13.627669619171897, 13.998445685260634, 13.629217457454772, 13.627676092832862, 10.168010345386168, 10.000701368917628, 10.000002927905172, 13.459659325153517, 13.626968262589115, 13.627666703438628, 13.627669619120406, 13.99844568526042, 10.169558144523965, 10.000707830294775, 10.000002954878564, 13.45965932526612, 13.626968262589584, 13.627666703438628, 13.998445673088739, 10.169558144473154, 13.460367143225367, 10.167311904485844, 13.460357766166444, 13.626971178271573, 13.627666715610312, 13.627669619171217, 10.168010318361492, 10.000701368804814, 10.0000029279047, 13.459659325153517, 13.626968262589115, 13.99844275740696, 13.99999349920061, 10.169564605962904, 10.000707857268425, 13.459662267921972, 13.997744328842204, 10.169555216670974, 10.000707818072282, 10.000002954827538, 10.000000012335102, 10.000000000051497, 13.459659312931022, 13.626968262538092, 13.998442757406744, 10.16955813230147, 10.000707830243751, 10.000002954878353, 10.000000012335311, 10.000000000051497, 13.459659312931022, 13.626968262538092, 13.627666703438415, 13.627669619120406, 10.168010318361281, 13.460360681735617, 10.16731187751198, 13.46035776605384, 13.626971178271106, 10.168007402679502, 10.000701356633128, 13.459662240784693, 10.16730896182978, 13.460357753882155, 10.167311865289486, 10.000698453072012, 13.45966222866361, 10.167308961779177, 13.460357753881945, 13.997747232188626]
